label,title
2,UK retail sales rebound in Aug; up 0.6 pct from July to beat &lt;b&gt;...&lt;/b&gt;
2,"Here #39;s a look at Houston #39;s family #39;s companies, lawsuits"
3,"Europeans debate software patents, interoperability"
1,"National League Roundup: Marlins rout Giants, 9-1"
3,Virgin Mobile update hits shares (FT.com)
1,Tigers Reach Deal With First-Round Pick (AP)
0,"Jakarta bombing draws international defiance, condemnation"
1,Funk seizes lead in Mississippi
2,Oil Holds Firm as Dealers Digest Iraq
3,Salesforce.com Unveils Site Aimed At Providing On-Demand Call &lt;b&gt;...&lt;/b&gt;
0,North Korean FM says explosion was demolition blast (AFP)
3,Agencies Find What They're Looking For (washingtonpost.com)
0,Israeli Troops Kill Palestinian Girl -- Witnesses (Reuters)
1,"GAME DAY RECAP Tuesday, November 30"
3,Cell phones take iPod challenge
1,Western Michigan fired Darnell
1,"Top-seed Spadea, No. 3 seed Ancic advances to semifinals"
1,WRAPUP 1-England and India in crushing victories
3,AMD pushes PC with Athlon 64 FX
1,Slumping Bayern face the hottest Bundesliga team
0,Nicaragua Agrees to Destroy Antiaircraft Missiles
3,Mozilla Nears Firefox Finale (Ziff Davis)
1,Sav Misses England Clash
0,Peru Wants Intl Court to Take on Fujimori Case (Reuters)
0,Ukraine appears set for new poll
2,Snow: U.S. Backs Sweeping Debt Relief (Reuters)
0,"US forces pound Fallujah as Britain, Egypt seek to free hostages"
0,Report: Israeli army mistakenly kills three Egyptian soldiers
0,Chechnya  #39;Black Widows #39; linked to sabotage of Russian jets
2,Pump prices may dip after Labor Day
3,Amazon UK Launching DVD Rental Service (Reuters)
0,"Nepalese Rebel Blockade Cuts Roads to Kathmandu, Reuters Says"
0,Kidnappers extend deadline
1,Winners and Losers - Videocon Cup
1,Big Unit Deal in Works
3,Consumer Protection: Spam
2,"European Shares Drop, Weighed by Compass"
1,Gilbertson will step down at end of season
1,Lehigh and Lafayette Are Still Playing After All Those Years
1,No. 7 Stanford Shuts Down Pacific 82-26 (AP)
1,Defense Carries Dallas
1,"Soccer: We're No Symbol of Freedom, Iraq Coach Says"
0,Pentagon Sets Steps to Retake Iraq Rebel Sites
1,Lobos accept bid to the Emerald Bowl
0,Two Sentenced to Death for USS Cole Attack
0,EU leaders hold talks on Iraq
0,BBC story on Dow Chemical responsibility a hoax: report
1,"Clarke in, Katich out"
0,Thai murder manhunt intensifies
3,IBM Launches Public Grid Computing Project
2,LATEST FUTURES NEWS
0,Reporter 'undercover in Commons'
3,Cisco to invest more heavily in Asia
2,Qatar Sees  #36;30 as Fair Price for Oil (Reuters)
3,AT T: Reach Out and Pitch Someone
0,Kerry Calls Missing Explosives One of Bush's 'Great Blunders'
3,"Study Links Mobile Phones, Benign Tumors (AP)"
0,Israel Agrees to Free Jailed Palestinians
1,Lions-NZ tickets set for ballot
1,Nothing dull about McKenzie
2,S P 500 Companies to Show Growth
3,Pulp Fiction Writer Sues Microsoft over Yoga Game
0,French hostility a chronic problem
3,Standards battle could shoot both sides in foot
2,"Cyberonics Up, Andrew Down Before Bell"
1,Wenger warns Spurs to expect Arsenal #39;s best
0,US defence secretary sidesteps India's concern over F16s for Pakistan (AFP)
1,Soccer: US overture puts Manchester United in play
0,"Analysis / Culprits unknown, but goals a plenty"
0,Sudan relents on presence of peacekeepers
2,UPDATE 3-Fannie Mae executives defend accounting decisions
2,Sex-bias suit filed against Costco
0,Australian PM sets out priorities
0,Kerry: Pull Troops From Iraq in 4 Years
0,Congress OKs  #36;136B Corporate Tax-Cut Bill (AP)
3,Cassini Evidence Shows Saturn Moon Alive (AP)
3,Signs Point to Hurricane's Retaining Strength
0,GAO to Investigate Voting Irregularies (AP)
1,Florida notebook: Focus on defense after loss
1,Bowden to head Expos
2,Industry merger drives steel stocks
0,Burundi rebel group ready to appear before international tribunal (AFP)
1,Rutgers player suspended after pleading guilty in attack on &lt;b&gt;...&lt;/b&gt;
3,Spyware Bills Win House Approval
1,Titans not worried about Ivan changing kickoff with Dolphins
3,LG Philips LCD announces five-billion dollar investment despite output glut (AFP)
2,SEC wants to strengthen governance at exchanges
0,Powell Vows to Work Hard Until Departure (AP)
0,Iranian missile  #39;can reach Israel
1,NL Wrap: Clemens Notches 326th Victory as Astros Win (Reuters)
2,"Stocks Open Flat, Earnings News Mixed (Reuters)"
1,Chelmsford quarterback coaxes a victory
2,PG amp;E ready to pay
3,"Gartner: '04 chip revenue growth strong, '05 weaker"
3,Microsoft #39;s MSN Messenger Service Down Briefly
3,Open Office XML May Satisfy ISO
2,Update 3: Tokyo Stocks Decline in Midday Trading
3,"What are Blogs, and Why Your Business Should Use One"
3,Microsoft E-Mail Looks Like Spam to Some
2,Blue chip lowers long-term growth targets
2,Crude oil prices fall slightly on better crude supplies
3,Alleged Apple Flash iPod  #39;partner #39; signs with Rio
3,Intel slashes chipset prices by 35
3,"Profit at EBay Up Sharply, Stock Rises"
0,UK Terrorist Suspects Have Case Sent to Old Bailey (Update2)
0,Kremlin rules out public inquiry on Beslan
1,Brian Clough dead at 69
1,"Martyn braves heat, takes Test to wire"
3,Drives cut vidcam bulk
3,News: South Pole 'cyberterrorist' hack wasn't the first
3,Computer Naivete Costs A Bundle
2,"Borders Profits Up, Outlook Raised"
3,Cassini found two little Saturn moons
2,"Dell, AOL team up in schools initiative"
2,CME Profit Up on Trading Volume Growth
2,Conoco buys stake in Russian oil firm
2,Australia #39;s WMC Resources Receives Bid From Xstrata -2-
3,Fresh ISS Crew Sees 'Pleasant' Trip Despite Glitch (Reuters)
3,Two Scientists Caught in Amber
0,Fire Sweeps Through Caracas High-Rise
1,Bonds hits No. 699; Giants gain wild card lead
0,Egyptian Resort Bombs Leave at Least 21 Dead (Correct)
0,Indonesian Editor Jailed Following Libel Conviction
2,Investment firm Leucadia holds about 5 pct of MCI
1,Els maintains two-shot lead at WGC-American Express
3,New phones put world in palm of the hand
1,Hungary defeats Scotland
1,Phelps Seeks More Gold at World Championships
0,Berlusconi  #39;should get eight-year jail term #39;
3,Alamosa to Buy AirGate for  #36;392 Million (Reuters)
1,Braves Edge Padres 6-5 (AP)
2,Dollar Slips on Weaker Producer Prices
3,A Guidebook for Every Taste
3,Two Linuxes for Newcomers
1,Klinsmann hoping for another success
2,US president pledges strong-dollar policy
3,SANDISK Introduces High Performance Flash Memory Cards
2,OPEC To Monitor Oil Prices in Wake of US Election
1,Nets sign Lawrence Frank to four-year contract extension
3,Pension deal bites into IBM profit
1,Chelsea undefeated in Champions League
2,Microsoft Renews Play for Digital Home
1,Ructions in Australian rowing eight
0,Afghan president gains backing of militia commanders ahead of polls (AFP)
2,Snap-On Ratchets Down Expectations
0,Karzai urges neighbours to stop militants crossing borders (AFP)
3,Sony Ericsson to offer EDGE/Wi-Fi combo PC card
0,"Uribe, Chavez Have a Lot of Similarities (AP)"
0,Putin questions Iraqi poll plan
3,US argues for federal VoIP rules
3,Character design under threat: Marvel launches suit
1,Loaded for Bears
1,Henman Battles Into Basel Quarter-Finals
3,IBM to commercialize Blue Gene supercomputer
3,Intermec seeks ID tag standard
2,"Mitsubishi Motors, Merrill Lynch tie up over US auto loans"
0,wheat (Canadian Press)
2,Cereal chief gets US commerce job
1,Roethlisberger moves to 4-0
2,Oil could hamper euro zone growth
2,Kerry Churns Up Enthusiasm in Former Bush Bastion in Ohio
0,Saboteurs Blow Up Pipeline
2,"Starbucks Profit Climbs, Extra Week Helps"
2,Higher Expenses Trim Barnes Noble Profits
1,Eagles Defensive Tackle Thomas Injured (AP)
2,"Before-the-Bell: Taser, Oracle Rise"
2,"UPDATE 3-Morgan Stanley profit falls 34 pct, shares drop"
1,China stops included in  #39;05 European Tour
2,US consumer confidence dips again
0,Fifteenth Anniversary of the Berlin Wall #39;s Fall
3,Symbol upgrades its wireless LAN switch
3,Biggest Collision in the Universe
3,Hurricane Spills Gallons of Acidic Waste (AP)
0,Golf: Record earnings for Singh 
3,Windows XP Security Update Delayed (AP)
2,Don #39;t bank on double-digit returns from funds
3,Odd couple: Schwartz and McNealy
0,Romanians Elect Mayor of Bucharest as New President
3,First Baby Born After Ovarian Tissue Transplant (Reuters)
0,Israel court orders barrier reply
3,UK Agency Report Greenlights Linux
3,Before-the-Bell: GenCorp Falls 5.6 Pct. (Reuters)
0,Handle With Care: Moving the Modern
1,National League Playoff Game Capsules
1,Gamble paid off - Barrichello
2,Mortgage Applications Up - MBA
1,Pacers' O'Neal Returns
2,Can Mattel save Barbie?
0,Taking on Sadr City in a Nissan Pickup
2,Japan Orders Citigroup to Close 4 Offices
0,Frail Pope Celebrates Mass at Lourdes
3,Nextel's Next Connection
2,Taking Advantage of the Terminally Stupid
1,Cardinals finish off Astros; Red Sox up next
1,Mariners Trade Williams to Padres
0,Armitage holds talks with Pakistani leaders:
3,OPEC Thwarts Climate Aid for Poor Nations - WWF (Reuters)
3,IT firm Softbank aims to enter Japan's mobile sector as 3G grows (AFP)
1,Inconsistency is playing a part
1,Ramirez looking forward to playing (and eating) in Japan
1,US success will hinge on philosophy change
2,"Renault to invest \$573 million in South Korea, chairman says"
2,Nokia Says Profit Will Keep Falling as Prices Drop (Update5)
2,AMD Launches Two 64-Bit Chips
0,London judge seeks explanation after Indian deported despite court order (AFP)
0,Study: Israel to maintain responsibility for Gaza after pullout
0,Barroso finds favor with new cabinet members
3,Scotland now 16th in world for ecological impact
3,Acne-Like Rash Shows Cancer Drug Is Working (Reuters)
2,Gov #39;t Set to Make Oil Loans to Refiners
0,Dhaka tense after grenade blasts kill 16
3,Microsoft unveils Windows XPSE in Hindi
1,Williams on fast track after streaking to silver
1,Holmes hunts golden double
3,UK: GTA San Andreas Sells One Mi
3,Supercomputing at your fingertips
3,"Adobe patches Acrobat, Reader flaws"
0,"Israeli Soldier, Militant Killed in Gaza"
1,Sarin Carries Hoyas
2,U.S. Stocks to Watch on Dec. 13
1,Merciless Bayern hammering kills Ajax hopes: 4-0
1,Inter Conquer Brussels
3,Ovary transplant woman has baby
0,UN deadline on Darfur approaches
3,Red Hat Buys Technology from Netscape
3,Japan Singles Courted by On-Line Matchmaker (Reuters)
3,New GTA: San Andreas Tr
1,Feuding Midfielders
0,Cambodia ratifies deal to try Khmer Rouge leaders
2,Lord Black to resign from Hollinger Inc.
1,ND's president speaks his mind
3,Report: Other Drugs May Raise Heart Risks (AP)
0,Police besiege town after officers die
3,RSS gets down to business
2,Feds delay stock-options rule for 6 months
0,UN transfers war crimes case to Serbian court: Del Ponte (AFP)
2,UPDATE 2-AIG to pay \$126 mln to settle federal probes
2,Toshiba to make chips for Xilinx
2,Crude Oil Little Changed as US Inventory Gain Expected
0,US warplanes strike Falluja: Report
1,"Panthers' Davis, Morgan Sit Out (AP)"
3,Is Your Domain Locked Down?
3,IDC: Handheld sales continue downward journey
2,IBM said to be eyeing a sale of its PC business
2,Insurance Executives Fired in Bid Probe
3,Law protecting species studied
0,A brotherhood of survivors 
0,"Two Russian Planes Crash, Cause Unclear"
2,Charley Sends Mobile Home Stocks Soaring
2,REL wants to know if RIL will play ball
0,"Aziz, Zia discuss regional cooperation, bilateral issues :"
1,"BMW Williams to Test Webber, Davidson, Heidfeld, and Pizzonia"
2,Lithuanians held over fake euros
2,Genelabs Drug Fails Late-Stage Trial
1,Tennis: Novak beats Nalbandian in five-set thriller
2,"Amazon.com, Microsoft sue spammers,  #39;phishers #39;"
2,Parmalat Sues 45 Banks to Recover \$4 Billion
3,EMC Unveils E-mail Storage For Microsoft Exchange
1,"Ahead in the count, they know nothing's guaranteed"
0,Car Bomb Blast Near Allawi HQ in Baghdad Kills 2
3,iTunes 4.7 Disables iPod Download
1,"DLS ties, remains winless"
2,HP Profit Tops Lowered Forecast
2,O #39;Hare Set to Lose 37 Daily Arrivals
2,Hub spoke at OracleWorld
1,Charlie Sifford Is Right Where He Belongs
1,Jim Mora #39;s lucky star Falcons need a healthy Michael Vick
0,Acer's 3Q Net Profit Plummets 63 Percent (AP)
3,Bullies move online
1,Brunell Injured in Redskins' Loss
3,New Wi-Fi Spec Pushes for 100 Mbps
3,Mozilla readies Firefox 1.0 release
3,PC ownership to 'double by 2010'
0,Canberra forgives Iraq #39;s \$1.1bn debt
0,Cat Stevens gets peace prize
0,Shifting our Kashmir Paradigm
1,"UK Owns IU, Kentucky Beats Hoosiers in Basketball Too"
3,Humans raise odds of extreme weather
0,Two U.S. Soldiers Killed in Iraq Bombings (AP)
0,Chavez's Victory Garners Int'l Approval (AP)
2,"Best Buy Profit Up, Backs Year Outlook"
0,Black Watch prepares to fly home for Christmas
1,USC pitches shutout
0,Hu's South American tour raises hopes of Chinese riches (AFP)
1,Eagles regroup after first loss
2,Singapore Extends War Insurance For Air Sector
0,"US, Europe at Odds on Emissions Controls"
2,Market Report
3,Mark Cuban prompts dot-com redux
3,Sun may have captured other system #39;s asteroids
0,Radical cleric now says he #39;ll leave holy shrine
1,Johnson #39;s team in familiar position: fighting back
3,Microsoft Says SP2 Problems Can Be Remedied
0,China Hostages #39; Firm Hopes  #39;Extreme Won #39;t Happen #39;
3,Analyst: Open-Source CRM Not Yet a Contender (NewsFactor)
1,U.S. Ties Jamaica 1-1 in Cup Qualifier (AP)
0,'Artificial life' comes step closer
0,World leaders hope for fresh start with Bush
2,Gazprom board approves Yukos bid
3,New Images of Titan Show Early Earth-Like Conditions
2,Europeans Streamline. Will the Market Notice?
1,White Sox Down Fading Indians 14-9 (AP)
2,Best Buy reports third-quarter earnings rise 21 percent
2,Crude oil futures rise ahead of long layoff
1,Excited Boston Ready to  #39;Play Ball #39;
0,Israel's Sharon Accuses Far-Right of Inciting War
2,"Euro, oil saps German confidence"
3,Briefly: Samsung to put hard drives in phones
0,Guantnamo hearings begin
2,IBM beefs up security on ThinkPad T42
1,Confident Els keen for win
1,Arsenal in goalkeeper quandry
2,Oil Charges Over \$50 on Nigeria Threat
0,"Sudan's Darfur on the road to anarchy, UN warns (AFP)"
0,Stewart to Serve Time in West Virginia
2,Freddie Mac Restructuring Some Operations
3,Software patents raise hackles in Britain
2,Oil \$46 Ahead of Expected U.S. Stockbuild
2,Probes: \$500 million fund is set up for legal problems
2,Phone company to cut 700 jobs
0,Israel Locks Down Palestinians
0,Darfur Rebels Say Peace Talks on Last Legs
1,Coulthard Hints at Red Bull Move
2,"UPDATE 3-Lehman Brothers profit up 22 pct, shares rise"
1,"Ramsey, Redskins Come Up A Little Short in First Start"
1,Report Card In
3,Apple wants to expand music download service across Europe (AFP)
1,Caps' Witt Wins Arbitration
0,Rights 'catastrophe' in Chechnya
1,Hurricanes Coast to Win
3,"House Panel Moves to Criminalize Spyware, Net Piracy"
1,Harland #39;s brave display
1,Scot Gallacher Wins Maiden European Tour Title
3,X Prize for Nanotech?
0,Canadian JTF-2 special ops force gets American citation (Canadian Press)
1,We #39;ll never let Gerrard leave
3,End of the Road Is Nowhere
0,Indian Police Probe Northeast Bombings That Killed 49 People
0,Democrats: Republican 'Hammer' should step down (AFP)
2,New McDonald #39;s Chief Vows to Keep Strategy Unchanged
0,Karzai #39;s dangerous road from exile to Afghan presidency
2,Wal-Mart Raises Full-Year Profit Outlook (Reuters)
0,Police probe BNP mosque leaflet
1,Percival Joins Tigers
0,New law will be milder than Pota
1,Last day of Champions League kicks off
2,Rejecting Rite Aid
3,Trojan Bites Symbian Phones
2,"Dollar Recovers Against Euro, Yen (Reuters)"
3,NASA experimental scramjet prepares for Mach 10 attempt
2,Oil Fades to \$47 as Supplies Build
3,"Ballmer bullish on future, bearish on Linux"
0,"Ukraine poised for crucial vote under watchful eye of West, Russia (AFP)"
2,More options for bank cards
3,Laptop Usage Can Lead to Low Sperm Count and Infertility
1,NHL Owners Plan to Lock Out Players Tomorrow Without New Deal
3,SMASH protocol a hit at Enterprise Management World
1, #39;Satisfied #39; Benitez left wanting more
3,"It #39;s The Business Model That #39;s To Blame, Not The File Sharing &lt;b&gt;...&lt;/b&gt;"
2,Wireless Networks Business Helps Lucent
2,Abbey exit leaves UK banks with smaller targets
0,Paris considers overseas French citizens #39; security as first &lt;b&gt;...&lt;/b&gt;
2,EU To Decide Soon on Sanctions Against US
3,Bottom-Dwelling Marine Life Found in Ga. (AP)
1,Piazza wants Mets to declare his position
3,Education Helping Seniors Get Online (AP)
1,Reality of Steelers Puts a Quick End to the Bills' Dream
1,"In race for top horse, still shot to get Smarty"
0,PM notes lack of vision
3,SMART-1 On Track for Moon Encounter
2,UPDATE 1-Slot machine maker IGT beats estimates
2,Bush Said to Be Ready to Open Oil Reserve Spigot
1,"Astros in, Pettitte out"
1,Champ Car Rumors F1 News
1,Bonds #39; contract reworked; will stage assault on Aaron #39;s record as &lt;b&gt;...&lt;/b&gt;
1,Bobcats Sign Veteran Guard Smith (Reuters)
1,Oklahoma State's Miles gets LSU job
3,"Feds Raid P2P Users, RIAA Pushes Lawsuits"
3,IBM claim to own  #39;fastest supercomputer #39;
2,"Loan foreclosures stop climb, but still top figures from 2003"
2,Satellite radio competitors engaged in a star search
0,Blast at Shiite Mosque in Pakistan Kills at Least 10
1,What #39;s in a nickname?
3,Firefox browser helps you make the most of your time online
1,Pats are now bully in rivalry
0,Writethru: Blair to go hospital for heart procedure
3,IBM laptop features fingerprint scanner
0,7 hostages released by Iraqi captors but violence continues
3,Researchers: Fishermen need more restrictions
2, #39;Deficit as far as eye can see #39; to be cut
2,Letters to the Editor: Poor odds for super-casinos
0,Locals were not killed in North Waziristan
3,Microsoft Takes Giant Step against Spyware
1,Aghahowa out of Barcelona tie
1,Southern Mississippi Edges Houston 35-29 (AP)
1,Wales let chance in a million slip as lacklustre All Blacks fail &lt;b&gt;...&lt;/b&gt;
2,ImClone Posts Profit on Erbitux Sales
3,"Micron plans to build Chinese plant in 2005, says report"
0,Hassan: please return my wife #39;s body
3,Microsoft warns Asian governments of potential Linux lawsuits
2,Boeing Quarterly Profit Up 78 Percent
1,Sour Grapes as Another US Boxer Bites the Dust
0,Iraqi foreign minister stops unexpectedly in Saudi Arabia (AFP)
2,"Oil prices rebound on OPEC, Nigeria jitters"
2,Wal-Mart Backs Sept. Sales Targets
0,Father of Pakistan Al Qaeda Suspect Files Petition
2,Update 1: Argentina Files Repayment Plan With SEC
2,Eurotunnel to cut workforce
2,"PeopleSoft Raises Forecast, Stock Falls"
0,Religious Groups Compete to Court Voters (AP)
0,Added Cargo Flights to Cut Down on Risky Truck Convoys
2,Oil Jumps to Two-Week High on Concern About Heating-Fuel Supply
1,Sports: Astros 2 Cardinals 1 after three
1,Bears (3-5) at Titans (3-5)
2,PeopleSoft case will be renewed
1,Russia #39;s Maria Sharapova defeats Mashona Washington in Japan Open &lt;b&gt;...&lt;/b&gt;
3,Fla. birds in serious decline
3,Trade Your Wallet for Wireless
3,SCO Web site hack is like breaking in
1,Notables
2,PeopleSoft Sees Revenue Above Views
3,Florida Begins Cleanup as More Than 2.5 Mln Still Without Power
3,Gadget price declines slow for summer
3,Amazon CEO Wants to Go Into Space on Own Rocket (Reuters)
1,Report: Giambi Admits to Using Steroids (Reuters)
2,Cingular Closes \$41 Bln ATT Wireless Deal
0,Jeanne Heads for Bahamas After Killing 3
0,"Pakistan foils Al-Qaeda linked plot for assassinations, attacks"
0,No. 2 Al Qaeda Leader Urges Attacks
1,Today in Athens
0,Heroin Holy War Pledged by Afghan President
0,UK to Seek Debt Relief for Tsunami Nations
2,Oil Firms Say Iraqi Purchases Were Legal
2,Forecasters See No Repeat of 80s Oil Bust (Reuters)
2,Dollar Pauses as Market Awaits Jobs Data (Reuters)
1,"Football: Real Madrid Beaten by Germany, 3-0"
1,Hustle #39; drops the ball on Rose story
0,Danforth resigns as US ambassador to United Nations (AFP)
2,Oil prices rise again over Yukos fears
1,Jury Can Hear of Kobe Accuser's Sex Life (AP)
2,Marsh #39;s 5 top execs leave board
0,Democratization of Europe
3,Unexpected Beat in Heart of Milky Way (SPACE.com)
1,"Notre Dame 60, USC 56"
1,Manning Outduels Favre
0,Hassan:  #39;Abhorrent act #39; says Blair
0,India peg back South Africa despite Kallis ton (Reuters)
0,Suspect in '99 blast taken into custody
2,US need not fear India and China: Bill Gates
1,Villeneuve: Our aim was to learn.
1,France and Russia head for final
2,"Consumer Prices Drop, Housing Starts Soar (Reuters)"
1,Dodgers: We Have Options if Beltre Exits (AP)
1,Jefferson pledges to stay hungry
1,CHELSEA DUO TO START AGAINST SPAIN
2,INTERVIEW: New NZ Warehouse CEO Sees Room To Grow
3,Plastic magnet breaks the mold
2,Stocks to Watch Monday
2,Nation likely to be 3rd largest trading power
2,Starbucks #39; Stunning November
1,Cycling: Petacchi wins second stage in Spain
0,Sudanese peace talks open with dispute on security looming
2,UPDATE:NZ F amp;P Healthcare 1H Net Up; Currency Hedge Helps
2,Lockheed Martin Profit Jumps 41 in Quarter
0,Veterans Set for Republican Convention (AP)
3,Sony Embraces MP3 Format
3,EBay Buys Stake in Craigslist
1,Lions improve to 2-0 on the road
3,Yahoo Names Media Executive
2,ScanSoft Scans for Deals
1,South Africa thump Tigers
3,Is an Internet Phone Right for You?
1,Too close to call
1,Gymnastics: Russia Chief Blasts 'Judging Mafia'
1,Boston Red Sox 2004 Review
0,RUSSIA * CHINA * EU * ARMAMENTS * SUPPLY
1,Federer crashes out of Olympics
0,PM visits to help bring positive changes in region: PML
1,BASEBALL ROUNDUP Jaramillo Interviews to Be Mets #39; Manager
1,Jacksonville QB has torn ligaments
1,ROSSI CLOSES IN ON WORLD TITLE
1,PREVIEW-Rugby-England #39;s Robinson era set for high-scoring start
0,"Gunmen hijack Athens bus, hold passengers"
3,"At Last, Microsoft Starts the Music"
1,Sainz To Miss Rally Australia
3,Microsoft sets 2006 release for  quot;Longhorn quot; operating system
0,Colombia destroys stockpiled land mines
2,Sears: Boeing Ex-CFO Pleads Guilty In Air Force Hire
3,"Via's twin-core processor may upstage AMD, Intel"
0,Israel plans 530 settler homes
2,US SEC Proposes Stricter IPO Rules
1,"Roma coach steps down, Voller eyes job"
1,Suns #39; sleight of hand puts Storm #39;s Jackson off her game
0,Cambodia passes succession law
3,Psychotic Mice May Aid Study of Disease - Report
1,Arrington out 2-4 weeks
1,Back to the roots
1,"Bundesliga matches, Oct 16-17"
2,Business Briefs
1,Warner Beats Out Manning As Giants Starter (AP)
1,Gerrard stunner seals comeback
0,Darfur Peace Talks Seek to Break Deadlock
1,Rooney eyes Champions League dream
1,BC High shuts down the Prep
3,BOFH takes a hit from Cupid's arrow
0,Kabila makes symbolic visit to eastern DRC
1,It may all come down to the computers
1,Washington-Bound Expos Hire Ticket Agency
2,Oil Falls on Signs Economy Hurting
3,"Kinsey: Sexologist, Hero"
3,Longhorn cuts delay Microsoft Business Framework
3,Nintendo Cuts Price on Game Boy Advance
2,US Promises to Protect Trade Interests
1,Baseball: Maddux wins 14th Gold Glove
1,Colorado back in game
0,Don #39;t rush to judge Annan
0,Taiwan Rescuers Dig Out 7 Bodies Buried in Landslide
2,OPEC to Cut Production After Six-Week Price Decline (Update7)
3,"X-43 hits 6,600 mph over Pacific Ocean"
1,Alert Yale defense keeps Green winless
0,Norway FM takes peace message to Tamil Tigers
0,Pope Denounces Gay Marriage in Canada
3,Hurricane Hammers Shuttle Program
2,JP Morgan KOs \$5 Bln IBM Outsourcing Deal
1,Carter Lifts Himself Off Deck; Defense Is Steady at Helm
1,"NBA Wrap: Finley, Nowitzki Lead Mavericks to Win Over Rockets"
0,Congresswoman demands probe of alleged coercion by US Army recruiters (AFP)
2,Yukos to Devise Emergency Plan to Continue Operating
2,Get free of your stuff 
0,Brazil Rejects U.S. Call for Haiti Crackdown
2,AT amp;T Wireless Settles Lawsuit Over Billing Practices
0,"Rebels Kill 49 Iraqi Army Recruits, US Diplomat"
0,"Christopher Reeve, 'Superman' Star, Dies at 52"
2,"On latest players, choice is unlimited"
1,THECHAT
1,Mayfield races way into Chase with Richmond victory
3,Computer Associates' Next CEO Gets To Work (TechWeb)
3,Al-Qaeda claims attack on US consulate in Jeddah: website (AFP)
0,"Florida Panhandle Braces for Latest Storm, Hurricane Ivan"
2,"Japan #39;s Nikkei 225, Topix Decline; Kyocera Corp., Canon Drop"
1,Champions League draw unveiled
0,Anti-War Protesters Fill London Streets
3,Briefly: Novell to release Open Enterprise Server
2,Ex-Wal-Mart Exec Pleads Guilty to Kickback (AP)
1,weather wrecks a classic
2,ATA to temporarily lay off 156 employees
0,Africa condemned to major polio epidemic - U.N. (Reuters)
0,Turkey Movie Theater Fire Injures Dozens
0,Cambodias Throne Council bill enforced
1,Truex locks up Busch crown
2,BHP to sell interests in Laminaria and Corallina oil fields
1,Red River Shootout Awakens Oklahoma Defense (AP)
3,Novell Files Antitrust Suit Vs. Microsoft (AP)
0,Prison violation #39; admitted
3,Sidebar: PeopleSoft Puts CRM App on BlackBerries
1,Paul McCartney to Headline Super Bowl Show (AP)
1,Henman fizzles out and waits on blood test
2,Around The Region
1,Smith expected to be unveiled by Scotland
0,Mbeki #39;s deputy in fraud scandal
1,The NFL is at its midway point. Time to hand out some awards
3,Distant cousins
3,PayPal users still stranded as site glitch continues
3,Tech Firms Announce Video Anti-Piracy Technology
2,Putin ready to probe other oil companies
1,Men #39;s Tennis: 4 Seeded Players Advance at TD Waterhouse Cup &lt;b&gt;...&lt;/b&gt;
1,Grizzlies Coach Retires for Health Reasons (AP)
0,Ethnic Divide Risks Being Reinforced in Afghan Vote
2,"WPP, Hellman each bid \$900/shr for Grey - reports"
3,Trojan spams Russian mobile phones
0,Cabinet ministers suspended after Congo's parliament alleges corruption (Canadian Press)
2,Eyetech To Get Modest Lift From Macugen
3,A More Efficient Way to Produce Hydrogen
2,Mylan Says It's Committed to King Deal
2,Vivendi Universal reports big loss in second quarter
0,The Economist favours Kerry in US presidential vote (AFP)
2,Oil prices above \$42 pb on lower US supplies
2,Wachovia reports boost in 3rd-quarter profits
2,American adds fee for non-Web ticket buys
0,Stocks Drop After Greenspan Testimony
1,Furcal Shows No Leniency for Astros
2,Mortgage Applications Fell Last Week-MBA
0,Riot witness to clarify testimony
3,"Novell posts 3rd-quarter profit, revenue rises"
0,Egyptian Officials Arrive in West Bank (AP)
1,Back to reality
0,Timeline of Bush Service in National Guard (AP)
0,Hamas target of bomb in Syria
3,New Web domain names get preliminary nod
2,Warburg to buy Kotak bank pie
2,Lockheed Martin announces \$625 million in contracts
3,FCC Chair to Seek Net Telephone Oversight
0,Blair Opponents Renew Attack Over Iraq (AP)
1,NFL: Miami #39;s Wannstedt quit to avoid being focal point
2,ITV says advertising picking up
0,UN Council Passes Resolution on Darfur Atrocities
0,France Redoubles Diplomatic Effort to Save Hostages (Reuters)
0,Pakistani court frees Bhutto #39;s husband
3,AOL Launching New Online Shopping Site
0,"Move Over Sniffer Dogs, Here Come Africa's Rats (Reuters)"
0,"AL East Race Tight As Yanks, Bosox Win"
1,Gatlin Wins Olympic 100 Meters; Greene Finishes Third (Update4)
1,Packers trade Mike McKenzie to Saints
0,Stocks Higher; Investors Await Fed
2,Australian Dollar Heads for Weekly Gain; China #39;s Economy Grows
1,Robinson thrilled with England captaincy
3,Digital Dentistry
1,Bangladesh crumble
1,RED BULL RACING LIVERY UNVEILED
2,Monster Truck Month
1,Radcliffe was carrying leg injury
3,Three Kings Bearing Profits (washingtonpost.com)
1,Magny Cours World Superbike Quote Machine
0,Iraq Militants Issue Hostage Death Threat to Japan (Reuters)
3,How Safe Is a Roller Coaster in the Sky? (SPACE.com)
0,Nader to Hit Swing States; Kerry Improves
1,Houston Ready for Next Step
1,OWEN SUBBED AS REAL CRASH
3,Axis  amp; Allies Ships
1,Tennis  #39;ball models #39; court controversy
0,Nations Lobby to Expand Security Council (AP)
3,Officials Consider Space Station Evacuation
3,Mexican Officials Promote 'Silicon Border'
2,Oracle acquisition of PeopleSoft brings customers into focus
